,ID,Cugdc,RunfileC,pcC,CN_Crun,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15Nav,normd15N28thoct,normd15N,,d15Nsd,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
100,C5EM230-8A,406.89,131017,62.59846154,,-25.41406941,0.04812402,90.13718498,130902,3.097497766,1.840670948,1.84,1.84,0,0.320794449,EM,8,A,230,5,2.29969,1.29155,charred,43.83808252,23.57759197
91,C5EIN230-8A,409.57,131017,61.12985075,,-27.44271817,0.051296793,101.9451778,130930,3.226113222,2.236198185,2.24,2.24,0,0.319992347,EI,8,A,230,5,1.75721,1.0048,charred,42.81844515,22.10652705
127,C5PEA230-8A,422.1172766,131025,61.1764169,,-27.92265519,0.077537004,77.154133,130902,4.977686,2.711593216,2.71,2.71,0,0.309201984,PE,8,A,230,5,6.10898,3.36757,charred,44.87508553,14.33848708
83,C5BW230-8B,368.57,131017,61.42833333,,-26.93807918,0.050440835,76.27523645,130927,2.559571693,2.781729833,2.78,2.78,0,0.309709912,BW,8,B,230,5,2.8869,1.5755,charred,45.42588936,27.99936766
118,C5NB230-8A,394.9274991,131016,57.23586943,,-28.00574311,0.050196641,63.98598993,130819,2.161688849,2.900052296,2.9,2.9,0,0.315008326,NB,8,A,230,5,2.20995,1.25212,charred,43.34170456,30.89028333
82,C5BW230-8A,390.73,131017,61.0515625,,-27.21058423,0.050897879,66.61020226,130819,2.235241687,2.921088521,2.92,2.92,0,0.314877642,BW,8,A,230,5,2.8869,1.5755,charred,45.42588936,31.86537874
105,RYE2308A,500.9762476,181129,61.84891946,35.8881515,-25.22253447,0.077755818,128.8682742,NA,2.870117465,4.263498291,4.26,4.26,0,0.383661772,rye,8,A,230,5,1378.23,772.26,charred,43.96726236,32.2799102
47,OAT2308B,483.2681411,181129,64.43575215,22.19180152,-27.01612796,0.08448371,117.305307,NA,5.43080125,4.518295237,4.52,4.52,0,0.381678063,oat,8,B,230,5,1496.39,876,charred,41.4591116,13.84234862
48,OAT2308D,505.9324945,181129,64.04208791,24.62992722,-27.7434147,0.087383107,94.20112315,NA,4.008558432,4.524523754,4.52,4.52,0,0.381632211,oat,8,D,230,5,1496.39,876,charred,41.4591116,18.63906202
46,OAT2308A,506.6602261,181129,60.31669358,20.03463999,-27.09284209,0.084785273,113.1197169,NA,4.854923472,4.692243089,4.69,4.69,0,0.380445298,oat,8,A,230,5,1496.39,876,charred,41.4591116,14.49445625
107,RYE2308C,429.2905864,181129,50.50477487,41.94144814,-24.6333366,0.075697119,91.63900146,NA,2.712497649,4.282718296,4.83,4.83,0.55,0.357070393,rye,8,C,230,5,1378.23,772.26,charred,43.96726236,23.91772921
106,RYE2308B,454.7561659,181129,60.63415545,36.2529501,-25.36956087,0.078282105,119.2655729,NA,2.60405181,5.3198024,5.32,5.32,0,0.376832804,rye,8,B,230,5,1378.23,772.26,charred,43.96726236,32.62698086
120,C5NB230-8C,415.8164589,131022,61.14947925,,-28.03262368,0.052031562,67.07251877,130926,2.258333965,5.959847072,5.96,5.96,0,0.22059836,NB,8,C,230,5,2.20995,1.25212,charred,43.34170456,31.59012804
157,SPT2308B,554.0478415,181129,65.182099,24.61392825,-27.23191527,0.085334596,86.47088855,NA,3.155871845,6.626072389,6.63,6.63,0,0.373620863,spelt,8,B,230,5,2658.01,1510.65,charred,43.16612804,24.09660021
119,C5NB230-8B,404.4421365,131025,59.47678478,,-27.87916741,0.077425284,64.97815003,130903,2.256185765,6.860790433,6.86,6.86,0,0.179023113,NB,8,B,230,5,2.20995,1.25212,charred,43.34170456,30.75526108
156,SPT2308A,465.5876908,181206,60.46593387,26.1951771,-27.35374105,0.078097672,96.7494151,NA,3.55696379,6.880185792,6.88,6.88,0,0.373683161,spelt,8,A,230,5,2658.01,1510.65,charred,43.16612804,19.83252956
158,SPT2308D,551.228322,181129,66.42397373,22.73272056,-27.05814892,0.08464885,77.78618934,NA,3.086805467,6.806863889,6.79,6.79,-0.02,0.373642624,spelt,8,D,230,5,2658.01,1510.65,charred,43.16612804,25.10512465
104,C5LEN230-24B,382.6065723,131022,59.78227692,,-26.22008391,0.048986042,101.8487005,130926,6.487178376,0.912980081,0.91,0.91,0,0.217700633,LE,24,B,230,6,1.56617,0.8429,charred,46.18081051,10.75135994
121,C5PEA230-24A,407.21368,131023,63.6271375,,-27.56720345,0.085875656,102.4660211,130903,6.247928116,0.982752093,0.98,0.98,0,0.194620522,PE,24,A,230,6,5.77127,2.92179,charred,49.37353477,11.88100424
103,C5LEN230-24A,380.3,131017,58.50769231,,-25.53518277,0.048292498,109.4387825,130926,6.632653485,0.997870926,1,1,0,0.217567642,LE,24,A,230,6,1.56617,0.8429,charred,46.18081051,10.2913524
95,C5EM230-24B,414.3829058,131025,61.8481949,,-25.24826731,0.07168221,90.79741296,130903,2.976964359,1.022936431,1.02,1.02,0,0.194495822,EM,24,B,230,6,2.24282,1.15585,charred,48.46443317,24.23818987
96,C5EM230-24C,399.2983696,131025,63.38069359,,-25.20713696,0.071609604,92.34334994,130902,3.228788459,1.105745881,1.11,1.11,0,0.33069348,EM,24,C,230,6,2.24282,1.15585,charred,48.46443317,22.90151351
86,C5EIN230-24B,448.88,131017,65.05507246,,-27.15002755,0.050795254,94.03573479,130930,3.113766053,1.268224562,1.27,1.27,0,0.327964806,EI,24,B,230,6,1.80015,0.97472,charred,45.85340111,24.37485131
112,C5NB230-24A,374.2748525,131025,58.4804457,,-27.88586986,0.07744247,70.09975858,130927,2.232476388,1.526771539,1.53,1.53,0,0.315904917,NB,24,A,230,6,2.15194,1.06689,charred,50.42194485,30.56121311
105,C5LEN230-24C,394.264776,131026,59.73708727,,-25.97540924,0.074125032,109.275599,130926,6.787304286,1.539435825,1.54,1.54,0,0.216864512,LE,24,C,230,6,1.56617,0.8429,charred,46.18081051,10.26818094
122,C5PEA230-24B,389.5402481,131025,61.83178541,,-27.86964971,0.0774009,96.76226547,130902,6.283263992,1.649423707,1.65,1.65,0,0.323360608,PE,24,B,230,6,5.77127,2.92179,charred,49.37353477,11.48082956
87,C5EIN230-24C,401.5604374,131022,64.76781248,,-27.16513764,0.050486579,96.56349204,130903,3.31833306,1.728151467,1.73,1.73,0,0.192344818,EI,24,C,230,6,1.80015,0.97472,charred,45.85340111,22.77120667
78,C5BW230-24C,377.5581557,131021,61.89477962,,-27.08380372,0.052672081,78.85559681,130930,2.479735749,2.0592606,2.06,2.06,0,0.321422259,BW,24,C,230,6,2.97155,1.4828,charred,50.1001161,29.12027068
76,C5BW230-24A,397.8453868,131016,62.16334169,,-26.84558207,0.04846344,75.75333847,130910,2.559234408,2.142659264,2.14,2.14,0,0.20922032,BW,24,A,230,6,2.97155,1.4828,charred,50.1001161,28.33812269
123,C5PEA230-24C,423.9601498,131026,62.34708085,,-27.67979709,0.079807059,105.5025412,130903,6.355574771,2.260011439,2.26,2.26,0,0.19077035,PE,24,C,230,6,5.77127,2.92179,charred,49.37353477,11.44479667
85,C5EIN230-24A,463.8763358,131021,73.63116441,,-26.80518296,0.052195648,99.86280571,130819,3.242298887,2.364788366,2.36,2.36,0,0.318488287,EI,24,A,230,6,1.80015,0.97472,charred,45.85340111,26.49448066
94,C5EM230-24A,435.0472538,131021,64.93242594,,-25.22420755,0.049694106,95.85107306,130819,3.423252609,2.436758371,2.44,2.44,0,0.318003227,EM,24,A,230,6,2.24282,1.15585,charred,48.46443317,22.12939142
77,C5BW230-24B,398.9998949,131021,63.33331665,,-27.04824013,0.052610709,61.31096734,130819,1.946379916,2.628053339,2.63,2.63,0,0.31673971,BW,24,B,230,6,2.97155,1.4828,charred,50.1001161,37.96220298
113,C5NB230-24B,406.7241319,131023,61.62486847,,-27.92921054,0.086568745,68.10510288,130910,2.189874691,3.80682391,3.81,3.81,0,0.205944723,NB,24,B,230,6,2.15194,1.06689,charred,50.42194485,32.83095612
42,OAT23024C,502.4273956,181129,61.27163361,20.47125908,-27.28926628,0.085562099,93.04640682,NA,4.117097647,4.265106449,4.27,4.27,0,0.383648594,oat,24,C,230,6,1461.53,824.42,charred,43.59198922,17.36261286
41,OAT23024B,529.4623618,181129,67.02055213,20.17073358,-26.97893577,0.084337882,99.91814255,NA,4.251835853,4.473776646,4.47,4.47,0,0.382009475,oat,24,B,230,6,1461.53,824.42,charred,43.59198922,18.38985484
114,C5NB230-24C,381.1909826,131021,59.56109103,,-27.73219845,0.053818861,67.67137181,130927,2.190012033,4.875487988,4.88,4.88,0,0.300269589,NB,24,C,230,6,2.15194,1.06689,charred,50.42194485,31.72947842
99,RYE23024A,525.5487295,181129,66.52515563,38.70087544,-25.28189959,0.077967731,95.24947599,NA,2.97055817,4.249563621,4.99,4.99,0.74,0.357723554,rye,24,A,230,6,1317.36,655.14,charred,50.26871926,24.96271942
101,RYE23024C,498.1245345,181129,59.30053982,43.29226547,-25.05685436,0.077168657,114.0482753,NA,4.035175648,4.421330462,4.99,4.99,0.57,0.355995837,rye,24,C,230,6,1317.36,655.14,charred,50.26871926,12.46996732
100,RYE23024B,513.8001941,181129,61.16668977,37.22367273,-25.13976381,0.077461694,107.0218922,NA,3.533096873,4.381971463,5.02,5.02,0.64,0.35645377,rye,24,B,230,6,1317.36,655.14,charred,50.26871926,16.88579786
40,OAT23024A,544.2381866,181129,64.02802195,20.58772909,-26.90178962,0.084036186,85.73852883,NA,3.827612894,5.047240633,5.05,5.05,0,0.37823978,oat,24,A,230,6,1461.53,824.42,charred,43.59198922,19.51591266
150,SPT23024A,437.7500353,181129,57.59868886,21.12834744,-27.2077939,0.085239079,126.3569273,NA,4.822783485,6.876772617,6.88,6.88,0,0.373680836,spelt,24,A,230,6,2790.49,1439.43,charred,48.41658633,13.93354492
151,SPT23024B,459.1943856,181129,61.22591808,21.67128355,-26.82533426,0.083738249,118.1851678,NA,4.510884267,7.031727202,7.03,7.03,0,0.37382721,spelt,24,B,230,6,2790.49,1439.43,charred,48.41658633,15.83508544
152,SPT23024C,491.0667917,181129,62.11653212,22.89966287,-27.12164728,0.084898867,108.7898016,NA,4.124146464,6.9361174,7.05,7.05,0.11,0.373749826,spelt,24,C,230,6,2790.49,1439.43,charred,48.41658633,17.57194807
179,C6PEA245-4B,354.64,131017,61.14482759,,-27.92717161,0.052156771,80.98907645,131027,4.999325707,0.524132468,0.52,0.52,0,0.415240392,PE,4,B,245,7,6.47363,3.41681,charred,47.21956615,14.26905074
162,C6LEN245-4C,391.61,131017,58.44925373,,-25.72694559,0.048564981,92.27528329,130926,6.031064267,0.692912878,0.69,0.69,0,0.218073968,LE,4,C,245,7,1.49022,0.83068,charred,44.25789481,11.30659416
178,C6PEA245-4A,469.6218921,131022,69.06204296,,-27.56493012,0.051179567,103.7638102,130903,6.103753541,0.839019206,0.84,0.84,0,0.195068408,PE,4,A,245,7,6.47363,3.41681,charred,47.21956615,13.20046475
153,C6EM245-4C,401.6865637,131026,62.76352558,,-25.47462956,0.072580598,87.34050341,130902,3.053863756,0.980712431,0.98,0.98,0,0.332387505,EM,4,C,245,7,2.09324,1.13212,charred,45.91542298,23.9775311
143,C6EIN245-4B,410.6773468,131023,65.18688044,,-27.37661704,0.085522209,95.61742098,130930,3.074515144,1.094490365,1.09,1.09,0,0.329433595,EI,4,B,245,7,1.7547,0.96856,charred,44.80196045,24.73605006
160,C6LEN245-4A,416.6560039,131022,60.3849281,,-26.57974336,0.049533571,97.14070998,130926,6.071294374,1.124238656,1.12,1.12,0,0.217381074,LE,4,A,245,7,1.49022,0.83068,charred,44.25789481,11.60363482
161,C6LEN245-4B,389.8426161,131021,59.97578709,,-26.48031595,0.051653063,96.09101642,130926,6.199420414,1.126150322,1.13,1.13,0,0.217378357,LE,4,B,245,7,1.49022,0.83068,charred,44.25789481,11.2868215
152,C6EM245-4B,400.4359167,131026,61.60552565,,-25.08330916,0.071417813,86.99927988,130902,3.074179501,1.212491586,1.21,1.21,0,0.329249446,EM,4,B,245,7,2.09324,1.13212,charred,45.91542298,23.37960852
144,C6EIN245-4C,401.73,131017,65.85737705,,-26.94817196,0.050457543,95.96250064,130930,3.252966123,1.296550174,1.3,1.3,0,0.327726401,EI,4,C,245,7,1.7547,0.96856,charred,44.80196045,23.61955325
180,C6PEA245-4C,543.7185351,131023,79.9586081,,-27.74297692,0.086208658,90.72124609,130910,5.778423318,1.376645633,1.38,1.38,0,0.211393133,PE,4,C,245,7,6.47363,3.41681,charred,47.21956615,16.14368447
133,C6BW245-4A,419.6209459,131016,63.5789312,,-26.84319334,0.048460248,78.1430837,131027,2.741862586,1.544482048,1.54,1.54,0,0.409010319,BW,4,A,245,7,3.77888,1.96678,charred,47.95336184,27.05293114
151,C6EM245-4A,411.8463859,131022,60.56564499,,-25.37015276,0.047813552,93.3484011,130903,2.935484311,1.647543338,1.65,1.65,0,0.192587063,EM,4,A,245,7,2.09324,1.13212,charred,45.91542298,24.07095786
135,C6BW245-4C,390.8809704,131026,61.07515163,,-26.98195188,0.077406128,72.71960576,130903,2.432093838,1.78252543,1.78,1.78,0,0.192181947,BW,4,C,245,7,3.77888,1.96678,charred,47.95336184,29.29753057
171,C6NB245-4C,401.0924701,131026,61.70653386,,-27.99247579,0.080913489,58.36023502,130902,2.040567658,1.787833492,1.79,1.79,0,0.321502711,NB,4,C,245,7,2.04438,1.09452,charred,46.46200804,35.27986729
134,C6BW245-4B,461.32,131017,72.08125,,-27.10965644,0.050727172,69.6271115,130903,2.368269099,2.260606919,2.26,2.26,0,0.19076861,BW,4,B,245,7,3.77888,1.96678,charred,47.95336184,35.50896801
142,C6EIN245-4A,400.1715882,131022,61.56485972,,-27.46211831,0.050998186,97.99228171,130927,3.212861695,2.293945911,2.29,2.29,0,0.312071912,EI,4,A,245,7,1.7547,0.96856,charred,44.80196045,22.35566809
113,RYE2454C,492.5964346,181206,61.57455433,49.8321447,-25.46532232,0.072347654,97.25498916,NA,2.545942125,2.727279405,2.73,2.73,0,0.404359434,rye,4,C,245,7,1254.2,674.38,charred,46.23026631,36.45246774
53,OAT2454B,538.3284546,181206,63.33275936,24.62241339,-27.53895245,0.078690977,122.469819,NA,5.023856728,3.062699136,3.28,3.28,0.22,0.326429094,oat,4,B,245,7,1602.45,943.94,charred,41.09394989,14.70746943
111,RYE2454A,525.926117,181206,61.87366082,58.56443243,-25.5344956,0.072547847,88.83436329,NA,2.394457232,3.495901816,3.5,3.5,0,0.403059218,rye,4,A,245,7,1254.2,674.38,charred,46.23026631,59.09567891
54,OAT2454C,486.2537346,181206,58.5847873,27.30323307,-27.76946986,0.079436074,88.54038466,NA,3.621266578,3.422953099,3.64,3.64,0.21,0.323159314,oat,4,C,245,7,1602.45,943.94,charred,41.09394989,18.87431291
112,RYE2454B,500.2878245,181206,60.27564151,50.36338896,-25.45739584,0.072324769,92.22721505,NA,2.439873414,3.895736831,3.9,3.9,0,0.402665552,rye,4,B,245,7,1254.2,674.38,charred,46.23026631,33.62055111
52,OAT2454A,559.3487807,181206,65.80573891,23.38747488,-28.13512859,0.080632655,116.099937,NA,4.972510639,3.712351611,3.92,3.92,0.21,0.320655036,oat,4,A,245,7,1602.45,943.94,charred,41.09394989,15.43955712
170,C6NB245-4B,383.0734303,131021,61.78603715,,-28.01851944,0.054341532,65.10819823,130910,2.163063064,4.152106122,4.15,4.15,0,0.205519818,NB,4,B,245,7,2.04438,1.09452,charred,46.46200804,33.32483051
169,C6NB245-4A,403.25,131017,60.18656716,,-28.04828497,0.052377402,64.02395981,130902,2.058648225,5.808441439,5.81,5.81,0,0.269476985,NB,4,A,245,7,2.04438,1.09452,charred,46.46200804,34.10862566
162,SPT2454B,533.79813,181206,64.31302771,27.25566251,-27.33942483,0.078052013,72.40095844,NA,3.447664688,6.426671087,6.43,6.43,0,0.283092582,spelt,4,B,245,7,2923.83,1487.87,charred,49.11229449,21.76309835
163,SPT2454C,520.4593597,181206,62.70594695,28.54587388,-27.38033832,0.078182576,69.1264844,NA,3.142112927,6.49357932,6.49,6.49,0,0.283056317,spelt,4,C,245,7,2923.83,1487.87,charred,49.11229449,23.28272083
164,SPT2454D,521.6947805,181206,63.22570964,25.87688863,-27.03180052,0.077078244,67.51396905,NA,3.027284647,6.215022198,6.22,6.22,0,0.283290181,spelt,4,D,245,7,2923.83,1487.87,charred,49.11229449,24.36616854
164,C6LEN245-8B,410.3007251,131016,63.12318848,,-26.15040691,0.047603315,101.5461353,130930,6.15431123,0.763228326,0.76,0.76,0,0.332264914,LE,8,B,245,8,1.31942,0.7092,charred,46.24910946,11.96620014
182,C6PEA245-8B,415.3285213,131023,65.92516211,,-27.76599985,0.08625277,103.2357097,131027,6.412155882,0.809813884,0.81,0.81,0,0.413414052,PE,8,B,245,8,6.15518,3.07307,charred,50.07343408,11.99482523
163,C6LEN245-8A,370.8061301,131022,60.78789018,,-26.08874905,0.048793557,113.772591,130927,6.692505353,0.857194766,0.86,0.86,0,0.319364756,LE,8,A,245,8,1.31942,0.7092,charred,46.24910946,10.59680964
137,C6BW245-8B,415.59,131017,62.02835821,,-27.01882142,0.050574971,49.59077258,131027,1.758538035,0.915550057,0.92,0.92,0,0.41275411,BW,8,B,245,8,2.86262,1.4259,charred,50.18898771,41.15146587
146,C6EIN245-8B,420.1626564,131025,61.78862594,,-27.22782268,0.075813333,96.14104876,130902,3.152165533,1.091060832,1.09,1.09,0,0.330892297,EI,8,B,245,8,1.77484,0.94561,charred,46.7213946,22.86895454
156,C6EM245-8C,410.8718536,131016,59.54664545,,-25.67534937,0.047097328,92.15284768,130902,3.051418797,1.098975867,1.1,1.1,0,0.330785133,EM,8,C,245,8,2.17178,1.12741,charred,48.08820415,22.76681471
181,C6PEA245-8A,422.4838788,131022,61.22954765,,-27.68417456,0.051392639,98.19625363,130910,5.776250214,1.326015374,1.33,1.33,0,0.211551077,PE,8,A,245,8,6.15518,3.07307,charred,50.07343408,12.3669283
165,C6LEN245-8C,386.8358044,131016,60.44309444,,-26.34929111,0.047835106,107.1490617,130930,6.655221224,1.398235551,1.4,1.4,0,0.326873042,LE,8,C,245,8,1.31942,0.7092,charred,46.24910946,10.59573245
183,C6PEA245-8C,456.520032,131023,67.13529882,,-27.54899253,0.085841539,96.81469007,130926,6.369387505,1.458102708,1.46,1.46,0,0.216954025,PE,8,C,245,8,6.15518,3.07307,charred,50.07343408,12.29702467
138,C6BW245-8C,427.0437127,131023,62.80054599,,-27.1525461,0.085116934,75.86109834,130930,2.447132205,1.729394886,1.73,1.73,0,0.324121146,BW,8,C,245,8,2.86262,1.4259,charred,50.18898771,29.94006761
155,C6EM245-8B,388.1041162,131026,61.60382797,,-25.86998489,0.073794807,99.47473929,130819,3.147934788,1.913147513,1.91,1.91,0,0.321651389,EM,8,B,245,8,2.17178,1.12741,charred,48.08820415,22.83120124
145,C6EIN245-8A,407.2244114,131025,59.88594285,,-27.27981596,0.075937692,99.11715749,130903,3.33727803,1.943876257,1.94,1.94,0,0.191701183,EI,8,A,245,8,1.77484,0.94561,charred,46.7213946,20.93530497
136,C6BW245-8A,444.09,131017,64.36086957,,-26.76650192,0.050159439,73.96899587,131027,2.433190654,2.192106403,2.19,2.19,0,0.405486708,BW,8,A,245,8,2.86262,1.4259,charred,50.18898771,30.85976064
147,C6EIN245-8C,408.2761391,131023,64.80573637,,-27.14169983,0.085097601,97.7401952,130926,3.302033622,2.211746991,2.21,2.21,0,0.216343596,EI,8,C,245,8,1.77484,0.94561,charred,46.7213946,22.89700866
154,C6EM245-8A,398.0768134,131021,64.20593765,,-25.31594662,0.049829351,96.99050516,130819,3.356072843,2.341518075,2.34,2.34,0,0.31864625,EM,8,A,245,8,2.17178,1.12741,charred,48.08820415,22.31981568
114,RYE2458B,485.5155105,181206,65.61020412,44.97804854,-25.28037739,0.071816637,87.44154425,NA,2.383249748,2.723107349,2.76,2.72,0.04,0.404369469,rye,8,B,245,8,1050.01,536.86,charred,48.87096313,35.99337055
115,RYE2458C,455.1543625,181206,57.50119231,43.78527129,-25.7986652,0.073320358,90.32691341,NA,2.364578885,3.000610967,3,3,0,0.403815412,rye,8,C,245,8,1050.01,536.86,charred,48.87096313,32.01871069
173,C6NB245-8B,437.8729312,131022,62.55327589,,-27.99822259,0.051967419,66.43058488,130903,2.267255457,3.117742838,3.12,3.12,0,0.188320598,NB,8,B,245,8,2.14522,1.08909,charred,49.23178042,32.18817785
57,OAT2458C,549.9405077,181206,65.46910806,24.77683004,-27.65928496,0.079079016,75.61625256,NA,3.217712875,3.860683313,3.86,3.86,0,0.290472418,oat,8,C,245,8,1596.71,937.32,charred,41.29679153,23.73755181
56,OAT2458B,513.7204014,181206,61.15719064,23.7727922,-27.05199751,0.077141581,92.1394534,NA,4.006063191,3.970057642,3.97,3.97,0,0.289925468,oat,8,B,245,8,1596.71,937.32,charred,41.29679153,17.81051679
172,C6NB245-8A,392.2237491,131026,62.25773795,,-28.21647412,0.081717164,61.79026304,130902,2.183401521,4.159453496,4.16,4.16,0,0.290308706,NB,8,A,245,8,2.14522,1.08909,charred,49.23178042,33.26645462
55,OAT2458A,485.4279055,181206,65.59836561,21.06914541,-27.16819695,0.077508199,108.0225508,NA,4.696632643,4.164634136,4.16,4.16,0,0.289002073,oat,8,A,245,8,1596.71,937.32,charred,41.29679153,16.29495691
174,C6NB245-8C,420.6055869,131021,60.95733143,,-28.08711587,0.054468184,67.38654257,130902,2.231342469,4.890577189,4.89,4.89,0,0.280973291,NB,8,C,245,8,2.14522,1.08909,charred,49.23178042,31.87179362
116,RYE2458D,541.1457572,181206,63.66420673,39.16422095,-24.75367416,0.070339151,49.39457235,NA,2.507338698,4.98567036,4.99,4.99,0,0.285817658,rye,8,D,245,8,1050.01,536.86,charred,48.87096313,29.62300542
166,SPT2458B,519.671568,181206,68.37783789,26.02167316,-26.97415835,0.076897106,77.34373262,NA,3.291222665,6.296710249,6.3,6.3,0,0.283186049,spelt,8,B,245,8,2737.37,1456.61,charred,46.78797532,24.2384525
167,SPT2458C,588.9176014,181206,69.28442369,24.37151614,-27.38320238,0.078191724,74.4049356,NA,3.2349972,6.711611238,6.71,6.71,0,0.28299409,spelt,8,C,245,8,2737.37,1456.61,charred,46.78797532,24.98667623
165,SPT2458A,510.1183673,181206,65.39979068,25.08361666,-27.3901103,0.078213795,76.36806659,NA,3.394136293,7.020318285,7.02,7.02,0,0.283052486,spelt,8,A,245,8,2737.37,1456.61,charred,46.78797532,22.47987388
140,C6EIN245-24B,389.1110685,131016,58.9562225,,-27.45956195,0.049336028,95.5333351,130902,3.317129691,0.857059163,0.86,0.86,0,0.334065548,EI,24,B,245,9,1.777018,0.88503,charred,50.19577742,20.73547494
141,C6EIN245-24C,431.7666711,131025,61.68095301,,-27.25339911,0.075874412,112.596433,130930,3.529668746,1.208662458,1.21,1.21,0,0.328467093,EI,24,C,245,9,1.777018,0.88503,charred,50.19577742,20.38749725
159,C6LEN245-24C,435.81,131017,62.25857143,,-25.91870841,0.048844378,115.7416692,130902,7.372080841,1.26035047,1.26,1.26,0,0.328602691,LE,24,C,245,9,1.5564,0.74733,charred,51.98342328,9.852713443
158,C6LEN245-24B,472.1797971,131023,70.47459658,,-26.05723522,0.083300667,142.0979374,131027,8.993540342,1.307336851,1.31,1.31,0,0.410385165,LE,24,B,245,9,1.5564,0.74733,charred,51.98342328,9.142157544
131,C6BW245-24B,422.7008348,131026,62.16188747,,-26.56656905,0.076024769,78.43172513,130930,2.676850687,1.566792971,1.57,1.57,0,0.325467104,BW,24,B,245,9,3.23623,1.47959,charred,54.2804436,27.09235984
149,C6EM245-24B,430.4080883,131025,64.24001318,,-25.08820562,0.071402864,96.51085119,130902,3.398269408,1.636327759,1.64,1.64,0,0.323536588,EM,24,B,245,9,2.62841,1.24193,charred,52.74976126,22.0543674
176,C6PEA245-24B,430.15,131017,61.45,,-27.66475933,0.051686412,109.8895566,130910,6.783305963,1.640996923,1.64,1.64,0,0.210597131,PE,24,B,245,9,6.14764,2.82293,charred,54.08107827,10.56883871
157,C6LEN245-24A,376.4568151,131016,62.74280252,,-26.41585103,0.047915264,125.136084,130910,7.493178683,1.78752873,1.79,1.79,0,0.21017676,LE,24,A,245,9,1.5564,0.74733,charred,51.98342328,9.768876383
175,C6PEA245-24A,402.175504,131026,62.8399225,,-27.27356284,0.078397552,106.427584,130910,6.372909222,2.077247132,2.08,2.08,0,0.209389817,PE,24,A,245,9,6.14764,2.82293,charred,54.08107827,11.50388941
139,C6EIN245-24A,412.3166711,131016,62.47222289,,-27.15495607,0.04889025,101.0029496,130819,3.543963144,2.194115938,2.19,2.19,0,0.31965957,EI,24,A,245,9,1.777018,0.88503,charred,50.19577742,20.56575
148,C6EM245-24A,420.2880273,131026,60.9113083,,-25.42105179,0.072419058,107.3842306,130910,3.532376007,2.248405085,2.25,2.25,0,0.208952718,EM,24,A,245,9,2.62841,1.24193,charred,52.74976126,20.11767515
109,RYE24524B,420.3848845,185661.5,59.98452464,36.23324209,-26.37415715,0.171342434,47.85173311,NA,2.357228232,2.303063169,2.3,2.3,0,0.300365202,rye,24,B,245,9,1261.9,554.28,charred,56.07575878,29.68823488
132,C6BW245-24C,397.7433195,131021,62.14739367,,-27.06026058,0.052631434,72.37443388,130927,2.575602629,2.326375239,2.33,2.33,0,0.311913045,BW,24,C,245,9,3.23623,1.47959,charred,54.2804436,28.15080704
130,C6BW245-24A,445.100966,131016,64.50738638,,-26.90799413,0.048547404,71.66677852,130819,2.523478117,2.576581899,2.58,2.58,0,0.317075985,BW,24,A,245,9,3.23623,1.47959,charred,54.2804436,29.82336836
177,C6PEA245-24C,423.883966,131023,65.21291785,,-27.47570638,0.085704977,108.2084464,130903,6.679533728,2.650999623,2.65,2.65,0,0.189639775,PE,24,C,245,9,6.14764,2.82293,charred,54.08107827,11.39027671
150,C6EM245-24C,417.7745891,131022,63.29918017,,-25.17351818,0.047567592,111.4563719,130819,3.515973877,2.808862206,2.81,2.81,0,0.315580194,EM,24,C,245,9,2.62841,1.24193,charred,52.74976126,21.00386582
50,OAT24524B,507.4222933,181206,68.57058018,23.47314868,-27.33233609,0.078029416,99.9364886,NA,3.997459544,4.233068452,4.23,4.23,0,0.288692502,oat,24,B,245,9,1515.03,799.83,charred,47.206986,20.01246275
51,OAT24524C,494.6983091,181206,61.83514136,20.97899332,-27.49445258,0.078547988,107.4068737,NA,4.445100188,4.245603108,4.25,4.25,0,0.288636661,oat,24,C,245,9,1515.03,799.83,charred,47.206986,16.22933009
166,C6NB245-24A,414.3884082,131026,62.78612245,,-28.09035946,0.081263568,77.71220263,130910,2.54794107,4.399784797,4.4,4.4,0,0.205269823,NB,24,A,245,9,1.99298,0.89301,charred,55.19222471,28.74888947
49,OAT24524A,504.005355,181206,60.72353675,22.35997996,-27.59379698,0.078867587,94.43687026,NA,4.215931708,4.453334671,4.45,4.45,0,0.287750198,oat,24,A,245,9,1515.03,799.83,charred,47.206986,16.80390744
167,C6NB245-24B,377.3963849,131021,59.90418808,,-27.89798157,0.054120311,72.66034195,130910,2.514198683,4.847707803,4.85,4.85,0,0.204934558,NB,24,B,245,9,1.99298,0.89301,charred,55.19222471,27.7974131
160,SPT24524B,512.1524368,181206,65.66056882,26.93169715,-26.93532781,0.076775486,78.03202648,NA,3.302177889,5.02196115,5.1,5.1,0.08,0.310371852,spelt,24,B,245,9,2587.1,1234.58,charred,52.27938619,23.1980225
168,C6NB245-24C,407.9014917,131022,64.74626852,,-27.93980606,0.051859029,67.90806575,130926,2.382739149,6.390222989,6.39,6.39,0,0.221845541,NB,24,C,245,9,1.99298,0.89301,charred,55.19222471,31.70188113
