,ID,Cugdc,RunfileC,pcC,CN_Crun,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15Nav,normd15N28thoct,normd15N,,d15Nsd,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
159,SPT24524A,542.9840133,181206,66.2175626,25.49382466,-27.09452535,0.077275529,99.32226047,NA,4.087335822,6.442113917,6.44,6.44,0,0.283083497,spelt,24,A,245,9,2587.1,1234.58,charred,52.27938619,18.90077703
161,SPT24524C,507.3602333,181206,61.12773895,23.26181525,-26.70698718,0.076064914,94.80296679,NA,3.792118672,6.519837759,6.52,6.52,0,0.283044287,spelt,24,C,245,9,2587.1,1234.58,charred,52.27938619,18.80629316
108,RYE24524A,459.3469926,185661.5,63.2907136,47.89809381,-27.17783384,0.178751319,NA,NA,NA,NA,NA,#DIV/0!,#VALUE!,NA,rye,24,A,245,9,1261.9,554.28,charred,56.07575878,38.38665933
110,RYE24524C,455.9351503,185661.5,62.35396993,45.04306318,-26.86815438,0.175693111,NA,NA,NA,NA,NA,#DIV/0!,#VALUE!,NA,rye,24,C,245,9,1261.9,554.28,charred,56.07575878,35.58222285
198,C7EIN260-4C,413.5067061,131021,62.65253123,,-27.226952,0.052920745,88.66899621,131027,2.869546803,0.897645294,0.9,0.9,0,0.412865248,EI,4,C,260,10,1.78012,0.91968,charred,48.33606723,25.47253096
214,C7LEN260-4A,411.8726245,131025,63.36501915,,-25.75878113,0.072630007,102.3917606,130927,6.480491177,1.143234307,1.14,1.14,0,0.317873921,LE,4,A,260,10,1.73374,0.89385,charred,48.44382664,11.40744639
215,C7LEN260-4B,392.8957604,131021,63.37028394,,-26.18353738,0.051169912,104.959421,130926,6.728168013,1.200030267,1.2,1.2,0,0.217275734,LE,4,B,260,10,1.73374,0.89385,charred,48.44382664,10.98842921
281,PEA0-0B,430.6162915,131026,40.24451322,,-27.89133328,0.080553597,87.45533526,130903,3.416224034,1.224649955,1.22,1.22,0,0.193873312,PE,0,B,0,10,6.07954,6.07954,fresh,0,13.74380943
197,C7EIN260-4B,428.6983241,131021,63.98482449,,-27.08150349,0.052668106,103.620651,130902,3.635812316,1.293479586,1.29,1.29,0,0.328155237,EI,4,B,260,10,1.78012,0.91968,charred,48.33606723,20.53157738
216,C7LEN260-4C,400.2082933,131026,61.57050666,,-25.89241718,0.073864849,108.9276545,130927,6.60167603,1.594012996,1.59,1.59,0,0.315563295,LE,4,C,260,10,1.73374,0.89385,charred,48.44382664,10.88091228
196,C7EIN260-4A,444.7984793,131021,63.5426399,,-27.14400011,0.052776331,99.18818793,130903,3.396855751,1.693647632,1.69,1.69,0,0.192448394,EI,4,A,260,10,1.78012,0.91968,charred,48.33606723,21.82402943
205,C7EM260-4A,423.7310044,131021,64.20166733,,-25.35534085,0.049887818,103.1514493,130902,3.253988937,1.700466512,1.7,1.7,0,0.322675021,EM,4,A,260,10,2.15689,1.0765,charred,50.09017613,23.01850027
121,RYE2604B,395.2781847,181213,53.41597091,38.5751579,-25.83872024,0.097792557,52.71994319,NA,2.113648736,2.011309774,1.76,1.76,-0.25,0.39623041,rye,4,B,260,10,1266.09,632.93,charred,50.00908308,28.14228682
282,PEA0-0C,403.4417268,131026,39.55311047,,-27.29033184,0.07845509,95.97037111,130903,3.580983997,1.905942526,1.91,1.91,0,0.191813868,PE,0,C,0,10,6.07954,6.07954,fresh,0,12.88620547
207,C7EM260-4C,405.5716664,131025,60.53308454,,-25.59582724,0.072318193,92.40819469,130819,3.164664202,1.995840075,2,2,0,0.32105702,EM,4,C,260,10,2.15689,1.0765,charred,50.09017613,22.31577427
280,PEA0-0A,445.7450582,131023,40.52227802,,-27.57591608,0.085892003,82.6033589,130910,3.164879651,2.154246421,2.15,2.15,0,0.209190611,PE,0,A,0,10,6.07954,6.07954,fresh,0,14.93768997
189,C7BW260-4C,417.1690786,131022,63.20743615,,-26.86723661,0.049992228,67.84062887,130910,2.284196258,2.205114531,2.21,2.21,0,0.209061311,BW,4,C,260,10,3.00901,1.44732,charred,51.90045895,32.28356958
188,C7BW260-4B,442.6210262,131022,63.23157517,,-26.88345166,0.050018641,80.04499724,130910,2.659302234,2.272568986,2.27,2.27,0,0.208892683,BW,4,B,260,10,3.00901,1.44732,charred,51.90045895,27.74042382
187,C7BW260-4A,417.4645804,131022,63.25220915,,-26.95485947,0.050135641,76.33648028,130926,2.502835419,2.403792112,2.4,2.4,0,0.216266782,BW,4,A,260,10,3.00901,1.44732,charred,51.90045895,29.48425751
206,C7EM260-4B,399.5992445,131026,60.54534008,,-25.36119155,0.072239442,96.54399081,130819,3.196820888,2.973414786,2.97,2.97,0,0.314554593,EM,4,B,260,10,2.15689,1.0765,charred,50.09017613,22.09577345
224,C7NB260-4B,424.3221086,131025,62.40031009,,-27.9221218,0.077535631,56.71815148,130902,2.018439554,3.117032422,3.12,3.12,0,0.303861077,NB,4,B,260,10,2.08956,1.04204,charred,50.13112808,36.06764523
225,C7NB260-4C,394.3935009,131025,60.67592322,,-27.73410093,0.077056254,67.6276892,130926,2.300261537,3.203819231,3.2,3.2,0,0.216291964,NB,4,C,260,10,2.08956,1.04204,charred,50.13112808,30.77414282
63,OAT2604C,478.8726525,181213,59.12008056,20.74154428,-27.51580267,0.101209728,83.18460938,NA,4.159230469,3.662023348,3.66,3.66,0,0.378332205,oat,4,C,260,10,1576.138,891.37,charred,43.44594192,16.58321842
122,RYE2604C,494.6844447,181213,65.95792596,33.61960053,-25.14128578,0.096548034,58.73870571,NA,2.320181317,3.798431913,3.66,3.66,-0.14,0.375193429,rye,4,C,260,10,1266.09,632.93,charred,50.00908308,32.95908882
62,OAT2604B,577.2839707,181213,69.55228563,20.35380085,-27.63139453,0.101466257,80.85950107,NA,4.104543202,4.029582527,4.03,4.03,0,0.374152782,oat,4,B,260,10,1576.138,891.37,charred,43.44594192,19.76939436
223,C7NB260-4A,418.1278572,131025,62.40714287,,-28.017176,0.077781553,66.38175293,130902,2.242626788,4.356145996,4.36,4.36,0,0.287782691,NB,4,A,260,10,2.08956,1.04204,charred,50.13112808,32.46564864
120,RYE2604A,507.6163977,181213,65.07902535,32.05635796,-25.2481884,0.096731768,51.71756502,NA,2.611998233,4.461134074,4.46,4.46,0,0.36954224,rye,4,A,260,10,1266.09,632.93,charred,50.00908308,29.06798657
61,OAT2604A,576.267277,181213,73.88042013,19.66626285,-27.30035912,0.100738607,94.94098638,NA,4.794999312,4.877141231,4.88,4.88,0,0.365411691,oat,4,A,260,10,1576.138,891.37,charred,43.44594192,17.9757739
171,SPT2604A,606.4214622,181213,75.80268278,21.94991735,-26.98981645,0.1000758,69.7814953,NA,3.524317944,5.816875352,5.82,5.82,0,0.357270414,spelt,4,A,260,10,2683.39,1418.53,charred,47.13664432,25.09321368
172,SPT2604B,526.287193,181213,69.24831487,22.50482314,-27.17877756,0.100476804,69.02475654,NA,3.400234312,6.073642114,6.07,6.07,0,0.355344123,spelt,4,B,260,10,2683.39,1418.53,charred,47.13664432,23.76003924
173,SPT2604C,517.3087491,181213,63.08643282,22.58707771,-27.30885284,0.100757007,76.01216625,NA,3.535092772,6.126851166,6.13,6.13,0,0.35499939,spelt,4,C,260,10,2683.39,1418.53,charred,47.13664432,20.82005849
199,C7EIN260-8A,437.6483023,131016,64.36004446,,-27.2954329,0.049092724,48.19035781,130903,3.089125501,0.95912175,0.96,0.96,0,0.194693958,EI,8,A,260,11,1.76344,0.89756,charred,49.10175566,24.30678796
201,C7EIN260-8C,400.1193477,131022,65.59333569,,-27.23600186,0.050606974,109.3802278,130902,3.494575968,1.134065714,1.13,1.13,0,0.330310175,EI,8,C,260,11,1.76344,0.89756,charred,49.10175566,21.89838166
200,C7EIN260-8B,454.3867794,131023,65.85315643,,-27.22988715,0.085255557,108.7419452,130902,3.530582636,1.179107693,1.18,1.18,0,0.329700835,EI,8,B,260,11,1.76344,0.89756,charred,49.10175566,21.7609076
231,C7PEA260-4A,393.1034939,131023,65.51724898,,-27.9741364,0.086656719,94.23372214,131027,5.926649191,1.35721705,1.36,1.36,0,0.410092263,PE,4,A,260,11,4.12726,1.98933,charred,51.80022582,12.89713429
218,C7LEN260-8B,413.140055,131016,61.66269478,,-26.75425906,0.048342551,115.2542075,130819,7.532954739,1.591167367,1.59,1.59,0,0.324029594,LE,8,B,260,11,1.49895,0.74778,charred,50.11307916,9.550012322
209,C7EM260-8B,447.29,131017,63.89857143,,-25.79759505,0.048667119,104.8834962,130903,3.298223151,1.604722484,1.6,1.6,0,0.192716133,EM,8,B,260,11,2.0826,1.03435,charred,50.33371747,22.60257415
210,C7EM260-8C,422.9966548,131025,65.07640843,,-25.68086013,0.072479831,104.6737359,130926,3.365714981,1.597373381,1.6,1.6,0,0.216804226,EM,8,C,260,11,2.0826,1.03435,charred,50.33371747,22.55760721
217,C7LEN260-8A,416.67,131017,60.38695652,,-25.95907953,0.048904069,115.8408622,130903,7.285588818,1.595974268,1.6,1.6,0,0.192742534,LE,8,A,260,11,1.49895,0.74778,charred,50.11307916,9.669973291
219,C7LEN260-8C,429.4752665,131016,63.15812743,,-26.39457989,0.047889507,102.3126576,130819,6.516729783,1.607426977,1.61,1.61,0,0.323907081,LE,8,C,260,11,1.49895,0.74778,charred,50.11307916,11.30697212
192,C7BW260-8C,442.4175805,131022,67.03296674,,-26.81042557,0.049900143,79.38847414,130926,2.691134717,2.02357161,2.02,2.02,0,0.216449933,BW,8,C,260,11,3.50419,1.6579,charred,52.68806771,29.06027981
232,C7PEA260-4B,430.3799823,131023,61.48285461,,-27.99249308,0.086692789,104.5687857,131027,6.494955634,2.082448339,2.08,2.08,0,0.406059307,PE,4,B,260,11,4.12726,1.98933,charred,51.80022582,11.04395489
190,C7BW260-8A,449.5960829,131022,66.11707101,,-26.96609439,0.050154151,79.88714428,130903,2.536099818,2.087487773,2.09,2.09,0,0.191276496,BW,8,A,260,11,3.50419,1.6579,charred,52.68806771,30.41543645
208,C7EM260-8A,447.6431705,131023,64.87582181,,-25.98160157,0.083185632,100.843483,130819,3.350281827,2.08882879,2.09,2.09,0,0.320396748,EM,8,A,260,11,2.0826,1.03435,charred,50.33371747,22.5916692
191,C7BW260-8B,428.9975123,131023,67.0308613,,-26.93892333,0.084741029,78.36862874,130910,2.480019897,2.201121494,2.2,2.2,0,0.209071395,BW,8,B,260,11,3.50419,1.6579,charred,52.68806771,31.5330823
228,C7NB260-8C,419.6066134,131026,62.62785275,,-28.01450098,0.08099211,68.90261259,130926,2.244384775,3.110457342,3.11,3.11,0,0.216260329,NB,8,C,260,11,2.19667,1.06534,charred,51.50204628,32.55494736
226,C7NB260-8A,398.9815028,131025,63.33039727,,-28.14500225,0.078115992,66.90008939,130926,2.222594332,3.20828397,3.21,3.21,0,0.216293667,NB,8,A,260,11,2.19667,1.06534,charred,51.50204628,33.24289207
124,RYE2608B,461.1371544,181213,57.6421443,37.91760196,-25.21277265,0.096670614,64.55140484,NA,2.920878047,3.287576193,3.29,3.29,0,0.38282054,rye,8,B,260,11,1160.39,544.6,charred,53.06750317,23.02361388
125,RYE2608C,512.0205945,181213,67.37113086,34.92969551,-25.20256698,0.096653044,59.3355258,NA,2.830085551,4.227763309,4.09,4.23,-0.13,0.372010612,rye,8,C,260,11,1160.39,544.6,charred,53.06750317,27.77288928
65,OAT2608B,551.3455461,181213,64.86418189,18.81686514,-27.3343309,0.100812285,107.1563536,NA,5.127098258,4.299862799,4.3,4.3,0,0.371227023,oat,8,B,260,11,1575.41,852.33,charred,45.89789325,14.75978713
123,RYE2608A,542.7638701,181213,67.0078852,35.50987972,-25.48053009,0.097139924,59.49373278,NA,2.930725753,4.419073364,4.42,4.42,0,0.369977203,rye,8,A,260,11,1160.39,544.6,charred,53.06750317,26.67457574
64,OAT2608A,520.5538113,181213,64.26590263,20.23768665,-27.40749407,0.100971739,105.3453602,NA,4.724007184,4.678123475,4.68,4.68,0,0.367348604,oat,8,A,260,11,1575.41,852.33,charred,45.89789325,15.87145901
66,OAT2608C,609.2330212,181213,73.40156882,20.93512698,-26.8501743,0.099784106,110.4979208,NA,5.286981856,4.835120115,4.84,4.84,0,0.365814616,oat,8,C,260,11,1575.41,852.33,charred,45.89789325,16.19736287
227,C7NB260-8B,427.68,131017,66.825,,-28.06847053,0.052414389,59.13608543,130910,2.112003051,5.856674347,5.86,5.86,0,0.204733391,NB,8,B,260,11,2.19667,1.06534,charred,51.50204628,36.91400917
174,SPT2608A,501.6386648,181213,64.31264933,21.46784289,-26.88089305,0.099847933,90.69762794,NA,3.892602058,6.15840298,6.16,6.16,0,0.354737138,spelt,8,A,260,11,2583.47,1313.97,charred,49.13933585,19.27539037
176,SPT2608C,548.514395,181213,64.53110529,21.87677712,-27.60057162,0.101397598,93.28495237,NA,4.091445279,6.220828993,6.22,6.22,0,0.354299345,spelt,8,C,260,11,2583.47,1313.97,charred,49.13933585,18.40090344
175,SPT2608B,456.985779,181213,58.58792038,21.447346,-27.11775971,0.100346529,92.46958753,NA,3.918202861,6.610387167,6.61,6.61,0,0.351746464,spelt,8,B,260,11,2583.47,1313.97,charred,49.13933585,17.44487873
204,C7EM260-24C,429.0147324,131023,69.19592458,,-25.47606195,0.082452267,83.62235217,131027,2.863779184,0.227148795,0.23,0.23,0,0.417205264,EM,24,C,260,12,2.12219,0.987,charred,53.49144045,28.18952632
194,C7EIN260-24B,536.9901198,131023,77.82465504,,-27.25087057,0.085293397,88.97558072,131027,3.078739817,0.497942663,0.5,0.5,0,0.415410963,EI,24,B,260,12,1.86801,0.89049,charred,52.32948432,29.49110229
195,C7EIN260-24C,463.6500507,131016,70.25000768,,-27.21602425,0.048977612,108.8609689,131027,3.466909838,0.796410467,0.8,0.8,0,0.413498328,EI,24,C,260,12,1.86801,0.89049,charred,52.32948432,23.64017126
212,C7LEN260-24B,370.1211731,131023,64.93353914,,-26.64711265,0.08424431,111.9835314,131027,7.1784315,0.898044221,0.9,0.9,0,0.412862769,LE,24,B,260,12,1.50684,0.70436,charred,53.25582013,10.55325187
211,C7LEN260-24A,388.061095,131026,63.61657295,,-26.07883452,0.074451567,127.6740014,130926,7.510235376,1.285734854,1.29,1.29,0,0.217162549,LE,24,A,260,12,1.50684,0.70436,charred,53.25582013,9.882424636
213,C7LEN260-24C,395.5828368,131022,60.85889797,,-26.13469333,0.048860434,124.9533746,130926,7.437700869,1.472215302,1.47,1.47,0,0.216938084,LE,24,C,260,12,1.50684,0.70436,charred,53.25582013,9.546235978
202,C7EM260-24A,439.6421176,131022,65.61822651,,-25.81855888,0.048410395,102.7623695,130910,3.631179134,1.736526836,1.74,1.74,0,0.210321378,EM,24,A,260,12,2.12219,0.987,charred,53.49144045,21.08257256
234,C7PEA260-8B,434.5756098,131026,62.08222997,,-27.56844983,0.079417515,96.7816478,130903,6.243977277,1.746890401,1.75,1.75,0,0.192288639,PE,8,B,260,12,4.1148,1.92322,charred,53.26091183,11.59986097
193,C7EIN260-24A,416.5384869,131021,65.08413858,,-27.10627916,0.05271095,110.9997039,130819,3.775500133,2.079657757,2.08,2.08,0,0.320461485,EI,24,A,260,12,1.86801,0.89049,charred,52.32948432,20.11163881
186,C7BW260-24C,442.2329828,131023,68.03584351,,-26.95836215,0.084774808,82.13284853,130927,2.728666064,2.186853453,2.19,2.19,0,0.312598383,BW,24,C,260,12,3.46028,1.50016,charred,56.64628296,29.08936048
203,C7EM260-24B,414.1073447,131016,66.79150721,,-25.48358394,0.046912493,78.08550489,130910,2.638023814,2.295045751,2.3,2.3,0,0.208837212,EM,24,B,260,12,2.12219,0.987,charred,53.49144045,29.53856014
222,C7NB260-24C,463.6320149,131023,67.19304564,,-27.82341379,0.086363272,72.63327612,130910,2.381418889,2.459953633,2.46,2.46,0,0.208441247,NB,24,C,260,12,2.06038,0.92322,charred,55.19176074,32.9181426
220,C7NB260-24A,435.4527369,131016,65.97768741,,-27.94196665,0.050092189,72.03996406,130910,2.47560014,2.493550562,2.49,2.49,0,0.20836296,NB,24,A,260,12,2.06038,0.92322,charred,55.19176074,31.09305393
185,C7BW260-24B,396.9957963,131016,62.03059317,,-26.84368141,0.0484609,80.60821679,130910,2.732481925,2.536901471,2.54,2.54,0,0.208263139,BW,24,B,260,12,3.46028,1.50016,charred,56.64628296,26.48472244
184,C7BW260-24A,393.64,131017,64.53114754,,-26.90780084,0.050390816,87.27205161,130910,2.918797713,2.631763214,2.63,2.63,0,0.208049415,BW,24,A,260,12,3.46028,1.50016,charred,56.64628296,25.79361306
233,C7PEA260-8A,433.3262766,131016,72.2210461,,-28.23189715,0.050575261,114.1221671,130910,7.315523532,2.689877655,2.69,2.69,0,0.207921682,PE,8,A,260,12,4.1148,1.92322,charred,53.26091183,11.51768383
118,RYE26024B,548.0041791,181213,65.23859275,33.29638438,-25.33882382,0.096889554,49.22541403,NA,2.366474579,3.348268004,2.85,2.85,-0.5,0.479585873,rye,24,B,260,12,1308.68,544.31,charred,58.40770853,31.97716954
221,C7NB260-24B,456.6469991,131022,65.23528559,,-27.72076293,0.051458594,76.77679971,130903,2.684503486,3.410659013,3.41,3.41,0,0.187509935,NB,24,B,260,12,2.06038,0.92322,charred,55.19176074,28.35080437
117,RYE26024A,488.0075638,181213,65.06767517,34.40844159,-25.8023929,0.097725088,48.93318265,NA,2.304842847,3.785166684,3.48,3.48,-0.31,0.474774019,rye,24,A,260,12,1308.68,544.31,charred,58.40770853,31.33806637
58,OAT26024A,530.6039007,181213,70.74718676,18.584033,-27.93118843,0.102143646,87.11125213,NA,4.270159418,3.700226567,3.7,3.7,0,0.37788723,oat,24,A,260,12,1517.84,760.86,charred,49.87218679,19.32911081
60,OAT26024C,519.7728903,181213,62.75332315,18.51062284,-27.35118449,0.100849162,95.40869655,NA,4.259614926,4.519058928,4.35,4.35,-0.17,0.368973485,oat,24,C,260,12,1517.84,760.86,charred,49.87218679,17.1875185
119,RYE26024C,530.0501786,181213,66.05231986,32.13253748,-25.31927634,0.096855383,53.05884417,NA,2.575672047,4.571495738,4.57,4.57,0,0.36841597,rye,24,C,260,12,1308.68,544.31,charred,58.40770853,29.91880893
59,OAT26024B,521.1697672,181213,69.48930229,17.67860452,-27.07430341,0.100254205,95.24084786,NA,4.556978367,4.854904549,4.85,4.85,0,0.365624506,oat,24,B,260,12,1517.84,760.86,charred,49.87218679,17.79048443
168,SPT26024A,484.7342171,181213,57.70645442,18.89799717,-27.68845057,0.101593839,98.02995157,NA,4.18931417,6.307738975,6.31,6.31,0,0.35370297,spelt,24,A,260,12,2762.57,1279.25,charred,53.69348107,16.07045786
169,SPT26024B,530.2173524,181213,63.88160872,20.26145987,-26.95857757,0.100010202,77.45046397,NA,3.872523199,6.309277581,6.31,6.31,0,0.353692551,spelt,24,B,260,12,2762.57,1279.25,charred,53.69348107,19.24547374
170,SPT26024C,420.139384,181213,54.38008128,20.34293054,-27.3937978,0.100942237,89.95967581,NA,3.89435826,6.372750922,6.37,6.37,0,0.353266889,spelt,24,C,260,12,2762.57,1279.25,charred,53.69348107,16.2911124
273,LEN0-0C,451.5896406,131025,42.60279628,,-26.27026328,0.073663751,99.58275373,130930,3.889951318,-0.069968306,-0.07,-0.07,0,0.339558612,LE,0,C,0,13,1.54484,1.54484,fresh,0,12.77734817
271,LEN0-0A,412.3615197,131026,41.23615197,,-26.50358981,0.075818606,105.8817528,130930,4.088098564,-0.011797374,-0.01,-0.01,0,0.339041612,LE,0,A,0,13,1.54484,1.54484,fresh,0,11.76802448
272,LEN0-0B,461.7986177,131026,41.23201944,,-26.12858281,0.07460953,111.2696677,130930,4.060936777,0.336383131,0.34,0.34,0,0.335971263,LE,0,B,0,13,1.54484,1.54484,fresh,0,11.84554828
11,BAR3004B,517.6096531,181219,61.6201968,33.15647249,-26.29364108,0.071662737,74.86936592,NA,3.043470159,0.693216949,0.69,0.69,0,0.28506296,Barley,4,B,300,13,2609.94,1148.74,charred,55.98596136,23.62113832
264,EM0-0C,405.4471422,131022,39.36380021,,-25.78102086,0.048358545,97.39666195,130930,1.887532208,0.747447818,0.75,0.75,0,0.332400785,EM,0,C,0,13,2.8696,2.8696,fresh,0,24.33041056
10,BAR3004A,557.8865174,181219,68.03494115,32.88543044,-26.27388776,0.071614853,80.4188386,NA,3.093032254,0.84851599,0.85,0.85,0,0.283431414,Barley,4,A,300,13,2609.94,1148.74,charred,55.98596136,25.66222771
262,EM0-0A,441.5024587,131025,40.13658715,,-25.93681885,0.072980454,106.8647457,130930,1.971674275,0.902606693,0.9,0.9,0,0.331068768,EM,0,A,0,13,2.8696,2.8696,fresh,0,23.74936821
263,EM0-0B,444.1799923,131025,40.3799993,,-25.79166395,0.072693969,98.89855542,130930,1.841686321,0.960145188,0.96,0.96,0,0.330577028,EM,0,B,0,13,2.8696,2.8696,fresh,0,25.57981707
259,EIN0-0A,445.4994763,131026,40.87151159,,-27.02910338,0.077565247,103.6841987,130930,2.021134478,1.0034381,1,1,0,0.330207832,EI,0,A,0,13,1.95321,1.95321,fresh,0,23.59240848
261,EIN0-0C,411.5094683,131021,39.56821811,,-27.20982867,0.052890863,97.12512053,130930,1.842981414,1.114547691,1.11,1.11,0,0.329263454,EI,0,C,0,13,1.95321,1.95321,fresh,0,25.04795804
12,BAR3004C,523.0388313,181219,68.82089886,33.6099704,-25.9721023,0.070894345,77.66013845,NA,3.118881062,1.385484481,1.39,1.39,0,0.277953893,Barley,4,C,300,13,2609.94,1148.74,charred,55.98596136,25.74354298
260,EIN0-0B,428.7785783,131025,41.62898818,,-26.90432739,0.075056927,102.7708765,130930,2.02304875,1.465409629,1.47,1.47,0,0.326311448,EI,0,B,0,13,1.95321,1.95321,fresh,0,24.00691179
276,NB0-0C,410.56,131017,39.47692308,,-28.05837775,0.052395888,59.3901817,130930,1.148746261,1.928891711,1.93,1.93,0,0.322483799,NB,0,C,0,13,2.19039,2.19039,fresh,0,40.09276184
3,BW0-0C,448.8123109,131021,39.02715747,,-27.18958897,0.05285559,70.52794593,130819,1.330715961,1.985770847,1.99,1.99,0,0.321129033,BW,0,C,0,13,3.48933,3.48933,fresh,0,34.21592966
2,BW0-0B,479.0401794,131016,42.77144459,,-27.25045493,0.049027313,69.60884581,130902,1.383873674,2.073670062,2.07,2.07,0,0.317677794,BW,0,B,0,13,3.48933,3.48933,fresh,0,36.05821804
1,BW0-0A,418.8692927,131016,41.88692927,,-27.01117535,0.048688597,72.41735264,130819,1.419948091,2.210193139,2.21,2.21,0,0.319547982,BW,0,A,0,13,3.48933,3.48933,fresh,0,34.41540184
23,FT3004B,610.7905244,181219,72.71315767,34.99849378,-26.57169562,0.072346009,75.77349837,NA,2.936957301,2.432018822,2.43,2.43,0,0.268055925,Free-T wheat,4,B,300,13,2561.57,1056.42,charred,58.75888615,28.88432094
229,C7PEA260-24A,438.15,131017,66.38636364,,-27.45281095,0.051314334,107.42632,130910,6.842440764,2.507831192,2.51,2.51,0,0.208329928,PE,24,A,260,13,4.078,1.76786,charred,56.64884747,11.31917107
24,FT3004C,505.5427787,181219,67.40570383,39.86343596,-26.96179696,0.073333027,81.37134569,NA,3.216258723,2.528758507,2.53,2.53,0,0.267195988,Free-T wheat,4,C,300,13,2561.57,1056.42,charred,58.75888615,24.45076549
22,FT3004A,595.3394241,181219,70.03993225,35.37735687,-26.66783823,0.072586224,80.86621298,NA,3.098322336,2.600300327,2.6,2.6,0,0.266566277,Free-T wheat,4,A,300,13,2561.57,1056.42,charred,58.75888615,26.37338708
130,RYE3004B,549.2071356,181219,70.41117123,39.00673082,-25.55107632,0.069924679,53.64852234,NA,2.577322462,3.201859995,2.93,2.93,-0.27,0.418643501,rye,4,B,300,13,1410.64,570.16,charred,59.58146657,30.29696359
275,NB0-0B,418.9777084,131016,39.52619891,,-27.96449836,0.050128974,60.26162852,130930,1.167861018,2.947676814,2.95,2.95,0,0.314371601,NB,0,B,0,13,2.19039,2.19039,fresh,0,39.48577615
131,RYE3004C,537.3410537,181219,68.0178549,33.65948201,-25.36184695,0.069502753,51.945721,NA,2.677614485,3.033017074,3.03,3.03,0,0.26287281,rye,4,C,300,13,1410.64,570.16,charred,59.58146657,29.63614236
230,C7PEA260-24B,403.7096506,131021,64.08089692,,-27.76028837,0.053869707,102.8616517,130926,6.428853231,3.111638636,3.11,3.11,0,0.216260682,PE,24,B,260,13,4.078,1.76786,charred,56.64884747,11.62898634
129,RYE3004A,531.2546377,181219,66.40682971,40.30214535,-25.15640686,0.069054693,53.53233971,NA,2.591625636,3.836834348,3.5,3.5,-0.34,0.413785554,rye,4,A,300,13,1410.64,570.16,charred,59.58146657,29.62566941
274,NB0-0A,432.0176105,131021,40.0016306,,-28.30204973,0.054868536,60.51979009,130930,1.148383114,3.544803029,3.54,3.54,0,0.30981977,NB,0,A,0,13,2.19039,2.19039,fresh,0,40.63850163
70,OAT3004A,542.5461121,181219,71.38764633,21.25370887,-27.53520028,0.074841504,132.0802644,NA,5.41312559,3.718023572,3.72,3.72,0,0.257446156,oat,4,A,300,13,1705.54,816.05,charred,52.15298381,15.38585906
71,OAT3004B,644.0902738,181219,83.64808751,19.53717051,-26.72777031,0.072736981,138.5801692,NA,5.679515131,4.107681757,4.11,4.11,0,0.254599902,oat,4,B,300,13,1705.54,816.05,charred,52.15298381,17.18270542
72,OAT3004C,535.2817134,181219,72.33536668,20.12270701,-27.17922006,0.073897104,144.8368077,NA,5.613829756,4.107470397,4.11,4.11,0,0.254601397,oat,4,C,300,13,1705.54,816.05,charred,52.15298381,15.03274321
180,SPT3004A,572.9214479,181219,69.02668047,24.17196612,-26.883885,0.0731333,92.72971606,NA,3.636459453,5.36717761,5.37,5.37,0,0.246674187,spelt,4,A,300,13,2845.63,1250.25,charred,56.06421074,22.14547646
181,SPT3004B,513.4017713,181219,65.82073991,22.24241392,-26.65933641,0.072564901,103.1550021,NA,4.02949227,6.205887503,6.21,6.21,0,0.242544142,spelt,4,B,300,13,2845.63,1250.25,charred,56.06421074,19.05720574
182,SPT3004C,532.2768053,181219,64.12973558,22.00561286,-26.90939209,0.073198547,118.4306267,NA,4.486008587,6.269426843,6.27,6.27,0,0.242270419,spelt,4,C,300,13,2845.63,1250.25,charred,56.06421074,16.67808329
13,BAR3008A,530.8560261,181219,68.05846488,31.83900706,-26.63105792,0.07249409,75.96959267,NA,2.967562214,0.915102089,0.92,0.92,0,0.282738269,Barley,8,A,300,14,2489.91,1052.1,charred,57.74546068,26.75648787
15,BAR3008C,496.8567804,181219,65.37589216,35.19519609,-26.39047774,0.071898746,64.31482865,NA,2.690997015,0.999429284,1,1,0,0.281866016,Barley,8,C,300,14,2489.91,1052.1,charred,57.74546068,28.34335147
14,BAR3008B,435.7390028,181219,58.88364903,33.92824135,-26.09799097,0.071192364,72.36851737,NA,3.002843044,1.929710962,1.93,1.93,0,0.272673481,Barley,8,B,300,14,2489.91,1052.1,charred,57.74546068,22.87751625
27,FT3008C,571.9640071,181219,67.28988319,34.57148343,-26.94110953,0.07327987,66.39686772,NA,2.732381388,2.123227975,2.12,2.12,0,0.270864679,Free-T wheat,8,C,300,14,2603.15,1038.03,charred,60.12408044,28.73129794
26,FT3008B,525.2461246,181219,64.84520057,37.62965456,-27.15730519,0.073839805,67.25583081,NA,2.528414692,2.311059396,2.31,2.31,0,0.269144668,Free-T wheat,8,B,300,14,2603.15,1038.03,charred,60.12408044,29.92101503
25,FT3008A,562.4050536,181219,66.95298257,36.182355,-26.75150999,0.072796911,58.62957201,NA,2.383315935,2.428008052,2.43,2.43,0,0.268091785,Free-T wheat,8,A,300,14,2603.15,1038.03,charred,60.12408044,32.77442652
