,ID,,,RunfileC,pcC,normd13C,d13Csd,RunfileN,pcN,normd15Nav,normd15N,d15Nsd,d15n28th,,normd15N1,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN,,,,
116,C5NB230-4B,#N/A,,131022,59.47007828,-27.93622776,0.051852411,130927,1.811060322,6.532860173,6.532860173,0.293651433,6.53,TRUE,6.53,NB,4,B,230,4,1.73741,1.023,charred,41.11925222,38.31002047,,,,
118,C5NB230-8A,#N/A,,131016,57.23586943,-28.00574311,0.050196641,130819,2.161688849,2.900052296,2.900052296,0.315008326,2.9,TRUE,2.9,NB,8,A,230,5,2.20995,1.25212,charred,43.34170456,30.89028333,,,,
120,C5NB230-8C,#N/A,,131022,61.14947925,-28.03262368,0.052031562,130926,2.258333965,5.959847072,5.959847072,0.22059836,5.96,TRUE,5.96,NB,8,C,230,5,2.20995,1.25212,charred,43.34170456,31.59012804,,,,
119,C5NB230-8B,#N/A,,131025,59.47678478,-27.87916741,0.077425284,130903,2.256185765,6.860790433,6.860790433,0.179023113,6.86,TRUE,6.86,NB,8,B,230,5,2.20995,1.25212,charred,43.34170456,30.75526108,,,,
112,C5NB230-24A,#N/A,,131025,58.4804457,-27.88586986,0.07744247,130927,2.232476388,1.526771539,1.526771539,0.315904917,1.53,TRUE,1.53,NB,24,A,230,6,2.15194,1.06689,charred,50.42194485,30.56121311,,,,
113,C5NB230-24B,#N/A,,131023,61.62486847,-27.92921054,0.086568745,130910,2.189874691,3.80682391,3.80682391,0.205944723,3.81,TRUE,3.81,NB,24,B,230,6,2.15194,1.06689,charred,50.42194485,32.83095612,,,,
114,C5NB230-24C,#N/A,,131021,59.56109103,-27.73219845,0.053818861,130927,2.190012033,4.875487988,4.875487988,0.300269589,4.88,TRUE,4.88,NB,24,C,230,6,2.15194,1.06689,charred,50.42194485,31.72947842,,,,
171,C6NB245-4C,#N/A,,131026,61.70653386,-27.99247579,0.080913489,130902,2.040567658,1.787833492,1.787833492,0.321502711,1.79,TRUE,1.79,NB,4,C,245,7,2.04438,1.09452,charred,46.46200804,35.27986729,,,,
170,C6NB245-4B,#N/A,,131021,61.78603715,-28.01851944,0.054341532,130910,2.163063064,4.152106122,4.152106122,0.205519818,4.15,TRUE,4.15,NB,4,B,245,7,2.04438,1.09452,charred,46.46200804,33.32483051,,,,
169,C6NB245-4A,#N/A,,131017,60.18656716,-28.04828497,0.052377402,130902,2.058648225,5.808441439,5.808441439,0.269476985,5.81,TRUE,5.81,NB,4,A,245,7,2.04438,1.09452,charred,46.46200804,34.10862566,,,,
173,C6NB245-8B,#N/A,,131022,62.55327589,-27.99822259,0.051967419,130903,2.267255457,3.117742838,3.117742838,0.188320598,3.12,TRUE,3.12,NB,8,B,245,8,2.14522,1.08909,charred,49.23178042,32.18817785,,,,
172,C6NB245-8A,#N/A,,131026,62.25773795,-28.21647412,0.081717164,130902,2.183401521,4.159453496,4.159453496,0.290308706,4.16,TRUE,4.16,NB,8,A,245,8,2.14522,1.08909,charred,49.23178042,33.26645462,,,,
174,C6NB245-8C,#N/A,,131021,60.95733143,-28.08711587,0.054468184,130902,2.231342469,4.890577189,4.890577189,0.280973291,4.89,TRUE,4.89,NB,8,C,245,8,2.14522,1.08909,charred,49.23178042,31.87179362,,,,
166,C6NB245-24A,#N/A,,131026,62.78612245,-28.09035946,0.081263568,130910,2.54794107,4.399784797,4.399784797,0.205269823,4.4,TRUE,4.4,NB,24,A,245,9,1.99298,0.89301,charred,55.19222471,28.74888947,,,,
167,C6NB245-24B,#N/A,,131021,59.90418808,-27.89798157,0.054120311,130910,2.514198683,4.847707803,4.847707803,0.204934558,4.85,TRUE,4.85,NB,24,B,245,9,1.99298,0.89301,charred,55.19222471,27.7974131,,,,
168,C6NB245-24C,#N/A,,131022,64.74626852,-27.93980606,0.051859029,130926,2.382739149,6.390222989,6.390222989,0.221845541,6.39,TRUE,6.39,NB,24,C,245,9,1.99298,0.89301,charred,55.19222471,31.70188113,,,,
224,C7NB260-4B,#N/A,,131025,62.40031009,-27.9221218,0.077535631,130902,2.018439554,3.117032422,3.117032422,0.303861077,3.12,TRUE,3.12,NB,4,B,260,10,2.08956,1.04204,charred,50.13112808,36.06764523,,,,
225,C7NB260-4C,#N/A,,131025,60.67592322,-27.73410093,0.077056254,130926,2.300261537,3.203819231,3.203819231,0.216291964,3.2,TRUE,3.2,NB,4,C,260,10,2.08956,1.04204,charred,50.13112808,30.77414282,,,,
223,C7NB260-4A,#N/A,,131025,62.40714287,-28.017176,0.077781553,130902,2.242626788,4.356145996,4.356145996,0.287782691,4.36,TRUE,4.36,NB,4,A,260,10,2.08956,1.04204,charred,50.13112808,32.46564864,,,,
228,C7NB260-8C,#N/A,,131026,62.62785275,-28.01450098,0.08099211,130926,2.244384775,3.110457342,3.110457342,0.216260329,3.11,TRUE,3.11,NB,8,C,260,11,2.19667,1.06534,charred,51.50204628,32.55494736,,,,
226,C7NB260-8A,#N/A,,131025,63.33039727,-28.14500225,0.078115992,130926,2.222594332,3.20828397,3.20828397,0.216293667,3.21,TRUE,3.21,NB,8,A,260,11,2.19667,1.06534,charred,51.50204628,33.24289207,,,,
227,C7NB260-8B,#N/A,,131017,66.825,-28.06847053,0.052414389,130910,2.112003051,5.856674347,5.856674347,0.204733391,5.86,TRUE,5.86,NB,8,B,260,11,2.19667,1.06534,charred,51.50204628,36.91400917,,,,
222,C7NB260-24C,#N/A,,131023,67.19304564,-27.82341379,0.086363272,130910,2.381418889,2.459953633,2.459953633,0.208441247,2.46,TRUE,2.46,NB,24,C,260,12,2.06038,0.92322,charred,55.19176074,32.9181426,,,,
220,C7NB260-24A,#N/A,,131016,65.97768741,-27.94196665,0.050092189,130910,2.47560014,2.493550562,2.493550562,0.20836296,2.49,TRUE,2.49,NB,24,A,260,12,2.06038,0.92322,charred,55.19176074,31.09305393,,,,
221,C7NB260-24B,#N/A,,131022,65.23528559,-27.72076293,0.051458594,130903,2.684503486,3.410659013,3.410659013,0.187509935,3.41,TRUE,3.41,NB,24,B,260,12,2.06038,0.92322,charred,55.19176074,28.35080437,,,,
276,NB0-0C,#N/A,,131017,39.47692308,-28.05837775,0.052395888,130930,1.148746261,1.928891711,1.928891711,0.322483799,1.93,TRUE,1.93,NB,0,C,0,13,2.19039,2.19039,fresh,0,40.09276184,,,,
275,NB0-0B,#N/A,,131016,39.52619891,-27.96449836,0.050128974,130930,1.167861018,2.947676814,2.947676814,0.314371601,2.95,TRUE,2.95,NB,0,B,0,13,2.19039,2.19039,fresh,0,39.48577615,,,,
274,NB0-0A,#N/A,,131021,40.0016306,-28.30204973,0.054868536,130930,1.148383114,3.544803029,3.544803029,0.30981977,3.54,TRUE,3.54,NB,0,A,0,13,2.19039,2.19039,fresh,0,40.63850163,,,,
36,OAT2154C,#N/A,,181031,50.14274377,-27.2829509,0.083226222,181112,2.909000894,4.562549643,4.562549643,0.267638169,4.56,TRUE,4.56,oat,4,C,215,1,1714.4,1362.34,charred,20.5354643,20.10995178,,,,
35,OAT2154B,#N/A,,181031,51.21522703,-27.2292339,0.083180195,181112,3.490917205,4.988485691,4.988485691,0.266052598,4.99,TRUE,4.99,oat,4,B,215,1,1714.4,1362.34,charred,20.5354643,17.11616022,,,,
34,OAT2154A,#N/A,,181031,46.87165744,-27.68520246,0.083580854,181112,3.426021775,5.223494522,5.223494522,0.265244532,5.22,TRUE,5.22,oat,4,A,215,1,1714.4,1362.34,charred,20.5354643,15.961253,,,,
38,OAT2158D,#N/A,,181031,51.16084134,-28.20110571,0.084061146,181112,2.978819079,4.921517389,4.921517389,0.2662916,4.92,TRUE,4.92,oat,8,D,215,2,1510.05,1106.37,charred,26.73288964,20.0373526,,,,
39,OAT2158E,#N/A,,181031,49.54420084,-28.11874323,0.083982567,181112,2.558961785,5.219217576,5.219217576,0.26525881,5.22,TRUE,5.22,oat,8,E,215,2,1510.05,1106.37,charred,26.73288964,22.58789794,,,,
37,OAT2158A,#N/A,,181031,55.85548597,-27.35048152,0.083284532,181112,3.378703079,5.321323984,5.321323984,0.264922287,5.32,TRUE,5.32,oat,8,A,215,2,1510.05,1106.37,charred,26.73288964,19.28690747,,,,
33,OAT21524C,#N/A,,181031,66.16107329,-27.47903502,0.083396903,181112,3.680329138,4.860894343,4.860894343,0.266511282,4.86,TRUE,4.86,oat,24,C,215,3,1570.52,974.36,charred,37.95940198,20.97310212,,,,
32,OAT21524B,#N/A,,181031,62.49186622,-28.2975542,0.084154077,181112,3.629920387,4.892823998,4.892823998,0.266395184,4.89,TRUE,4.89,oat,24,B,215,3,1570.52,974.36,charred,37.95940198,20.08506234,,,,
31,OAT21524A,#N/A,,181031,57.37111166,-27.59081807,0.083496071,181112,3.219644326,5.4280695,5.4280695,0.264580206,5.43,TRUE,5.43,oat,24,A,215,3,1570.52,974.36,charred,37.95940198,20.78893096,,,,
44,OAT2304B,#N/A,not using 190228 ,181129,63.39593942,-27.66526646,0.087067341,181210 and da/db 190322,4.147110644,3.640480759,3.640480759,0.395131364,3.75,averging 181210 and 190322,3.64,oat,4,B,230,4,1561.33,984.12,charred,36.96912248,17.83456861,db/da,twice,190322 and 190228,
45,OAT2304C,#N/A,,181129,64.57444673,-27.42518628,0.086103507,181210,5.723336932,4.524825515,4.524825515,0.381629993,4.52,TRUE,4.52,oat,4,C,230,4,1561.33,984.12,charred,36.96912248,13.16309968,,,,
43,OAT2304A,#N/A,,181129,56.05681588,-27.23639142,0.085352332,181210,4.936040551,5.105638505,5.105638505,0.377917259,5.11,TRUE,5.11,oat,4,A,230,4,1561.33,984.12,charred,36.96912248,13.24940868,,,,
47,OAT2308B,#N/A,,181129,64.43575215,-27.01612796,0.08448371,181210,5.43080125,4.518295237,4.518295237,0.381678063,4.52,TRUE,4.52,oat,8,B,230,5,1496.39,876,charred,41.4591116,13.84234862,,,,
48,OAT2308D,#N/A,,181129,64.04208791,-27.7434147,0.087383107,181210,4.008558432,4.524523754,4.524523754,0.381632211,4.52,TRUE,4.52,oat,8,D,230,5,1496.39,876,charred,41.4591116,18.63906202,,,,
46,OAT2308A,#N/A,,181129,60.31669358,-27.09284209,0.084785273,181210,4.854923472,4.692243089,4.692243089,0.380445298,4.69,TRUE,4.69,oat,8,A,230,5,1496.39,876,charred,41.4591116,14.49445625,,,,
42,OAT23024C,#N/A,,181129,61.27163361,-27.28926628,0.085562099,181210,4.117097647,4.265106449,4.265106449,0.383648594,4.27,TRUE,4.27,oat,24,C,230,6,1461.53,824.42,charred,43.59198922,17.36261286,,,,
41,OAT23024B,#N/A,,181129,67.02055213,-26.97893577,0.084337882,181210,4.251835853,4.473776646,4.473776646,0.382009475,4.47,TRUE,4.47,oat,24,B,230,6,1461.53,824.42,charred,43.59198922,18.38985484,,,,
40,OAT23024A,#N/A,,181129,64.02802195,-26.90178962,0.084036186,181210,3.827612894,5.047240633,5.047240633,0.37823978,5.05,TRUE,5.05,oat,24,A,230,6,1461.53,824.42,charred,43.59198922,19.51591266,,,,
53,OAT2454B,#N/A,not using 190228 ,181206,63.33275936,-27.53895245,0.078690977,190208,3.688024976,3.281966221,3.281966221,0.293695381,3.28,TRUE,3.28,oat,4,B,245,7,1602.45,943.94,charred,41.09394989,14.70746943,190228,DB/DA,190208, but only using 190208
54,OAT2454C,#N/A,not using 190228 ,181206,58.5847873,-27.76946986,0.079436074,190208,3.690589322,3.63653938,3.63653938,0.291655459,3.64,TRUE,3.64,oat,4,C,245,7,1602.45,943.94,charred,41.09394989,18.87431291,190228,DB/DA,190208, but only using 190208
52,OAT2454A,#N/A,not using 190228 ,181206,65.80573891,-28.13512859,0.080632655,190208,3.633448256,3.924511462,3.924511462,0.290150802,3.92,TRUE,3.92,oat,4,A,245,7,1602.45,943.94,charred,41.09394989,15.43955712,190228,DB/DA,190208, but only using 190208
57,OAT2458C,#N/A,,181206,65.46910806,-27.65928496,0.079079016,190208,3.217712875,3.860683313,3.860683313,0.290472418,3.86,TRUE,3.86,oat,8,C,245,8,1596.71,937.32,charred,41.29679153,23.73755181,,,,
56,OAT2458B,#N/A,,181206,61.15719064,-27.05199751,0.077141581,190208,4.006063191,3.970057642,3.970057642,0.289925468,3.97,TRUE,3.97,oat,8,B,245,8,1596.71,937.32,charred,41.29679153,17.81051679,,,,
55,OAT2458A,#N/A,,181206,65.59836561,-27.16819695,0.077508199,190208,4.696632643,4.164634136,4.164634136,0.289002073,4.16,TRUE,4.16,oat,8,A,245,8,1596.71,937.32,charred,41.29679153,16.29495691,,,,
50,OAT24524B,#N/A,,181206,68.57058018,-27.33233609,0.078029416,190208,3.997459544,4.233068452,4.233068452,0.288692502,4.23,TRUE,4.23,oat,24,B,245,9,1515.03,799.83,charred,47.206986,20.01246275,,,,
51,OAT24524C,#N/A,,181206,61.83514136,-27.49445258,0.078547988,190208,4.445100188,4.245603108,4.245603108,0.288636661,4.25,TRUE,4.25,oat,24,C,245,9,1515.03,799.83,charred,47.206986,16.22933009,,,,
49,OAT24524A,#N/A,,181206,60.72353675,-27.59379698,0.078867587,190208,4.215931708,4.453334671,4.453334671,0.287750198,4.45,TRUE,4.45,oat,24,A,245,9,1515.03,799.83,charred,47.206986,16.80390744,,,,
63,OAT2604C,#N/A,,181213,59.12008056,-27.51580267,0.101209728,190214,4.159230469,3.662023348,3.662023348,0.378332205,3.66,TRUE,3.66,oat,4,C,260,10,1576.138,891.37,charred,43.44594192,16.58321842,,,,
62,OAT2604B,#N/A,,181213,69.55228563,-27.63139453,0.101466257,190214,4.104543202,4.029582527,4.029582527,0.374152782,4.03,TRUE,4.03,oat,4,B,260,10,1576.138,891.37,charred,43.44594192,19.76939436,,,,
61,OAT2604A,#N/A,,181213,73.88042013,-27.30035912,0.100738607,190214,4.794999312,4.877141231,4.877141231,0.365411691,4.88,TRUE,4.88,oat,4,A,260,10,1576.138,891.37,charred,43.44594192,17.9757739,,,,
65,OAT2608B,#N/A,,181213,64.86418189,-27.3343309,0.100812285,190214,5.127098258,4.299862799,4.299862799,0.371227023,4.3,TRUE,4.3,oat,8,B,260,11,1575.41,852.33,charred,45.89789325,14.75978713,,,,
64,OAT2608A,#N/A,,181213,64.26590263,-27.40749407,0.100971739,190214,4.724007184,4.678123475,4.678123475,0.367348604,4.68,TRUE,4.68,oat,8,A,260,11,1575.41,852.33,charred,45.89789325,15.87145901,,,,
66,OAT2608C,#N/A,,181213,73.40156882,-26.8501743,0.099784106,190214,5.286981856,4.835120115,4.835120115,0.365814616,4.84,TRUE,4.84,oat,8,C,260,11,1575.41,852.33,charred,45.89789325,16.19736287,,,,
58,OAT26024A,#N/A,,181213,70.74718676,-27.93118843,0.102143646,190214,4.270159418,3.700226567,3.700226567,0.37788723,3.7,TRUE,3.7,oat,24,A,260,12,1517.84,760.86,charred,49.87218679,19.32911081,,,,
60,OAT26024C,#N/A,DA/DB,181213,62.75332315,-27.35118449,0.100849162,190214,4.259614926,4.519058928,4.519058928,0.368973485,4.519058928,has to be 4.51 unless something wrong with Duplicate,4.52,oat,24,C,260,12,1517.84,760.86,charred,49.87218679,17.1875185,,,,
59,OAT26024B,#N/A,,181213,69.48930229,-27.07430341,0.100254205,190214,4.556978367,4.854904549,4.854904549,0.365624506,4.85,TRUE,4.85,oat,24,B,260,12,1517.84,760.86,charred,49.87218679,17.79048443,,,,
70,OAT3004A,#N/A,,181219,71.38764633,-27.53520028,0.074841504,190222,5.41312559,3.718023572,3.718023572,0.257446156,3.72,TRUE,3.72,oat,4,A,300,13,1705.54,816.05,charred,52.15298381,15.38585906,,,,
71,OAT3004B,#N/A,,181219,83.64808751,-26.72777031,0.072736981,190222,5.679515131,4.107681757,4.107681757,0.254599902,4.11,TRUE,4.11,oat,4,B,300,13,1705.54,816.05,charred,52.15298381,17.18270542,,,,
72,OAT3004C,#N/A,,181219,72.33536668,-27.17922006,0.073897104,190222,5.613829756,4.107470397,4.107470397,0.254601397,4.11,TRUE,4.11,oat,4,C,300,13,1705.54,816.05,charred,52.15298381,15.03274321,,,,
74,OAT3008B,#N/A,,181219,67.59692991,-27.45669418,0.074631044,190222,4.864666332,3.816201701,3.816201701,0.25671219,3.82,TRUE,3.82,oat,8,B,300,14,1543.28,702.77,charred,54.46257322,16.21140681,,,,
75,OAT3008C,#N/A,,181219,67.90371671,-26.55818472,0.072312413,190222,4.647038027,4.358520187,4.358520187,0.252863575,4.36,TRUE,4.36,oat,8,C,300,14,1543.28,702.77,charred,54.46257322,17.04763386,,,,
73,OAT3008A,#N/A,,181219,65.62222985,-27.17232781,0.073879073,190222,5.314440244,4.492302244,4.492302244,0.251968904,4.49,TRUE,4.49,oat,8,A,300,14,1543.28,702.77,charred,54.46257322,14.405895,,,,
68,OAT30024B,#N/A,,181219,68.57848245,-27.0918358,0.073669217,190222,4.374610671,3.837607186,3.837607186,0.256553659,3.84,TRUE,3.84,oat,24,B,300,15,1461.56,609.78,charred,58.27882536,18.28922287,,,,
69,OAT30024C,#N/A,DA/DB,181219,65.1402899,-27.62780925,0.075091447,190222,4.558705861,4.915319734,4.915319734,0.249295189,4.915319734,has to be 4.9,4.92,oat,24,C,300,15,1461.56,609.78,charred,58.27882536,16.67074104,,,,
67,OAT30024A,#N/A,,181219,54.36495598,-27.0213508,0.073486554,190222,4.347222949,5.122610057,5.122610057,0.248055323,5.12,TRUE,5.12,oat,24,A,300,15,1461.56,609.78,charred,58.27882536,14.5899538,,,,
30,OAT0C,#N/A,,190117,42.49391881,-27.4359613,0.282513431,200827,2.241869669,2.621818024,2.621818024,,2.62,TRUE,2.62,oat,0,C,0,16,910.4,910.4,fresh,0,23.68978016,,,,
28,OAT0A,#N/A,,190117,40.95941832,-27.3416745,0.281153848,200827,2.403391606,2.963414412,2.963414412,,2.96,TRUE,2.96,oat,0,A,0,16,910.4,910.4,fresh,0,21.84225951,,,,
29,OAT0B,#N/A,,190117,38.7613348,-27.94141109,0.289840818,200827,2.28627346,3.431096713,3.431096713,,3.43,TRUE,3.43,oat,0,B,0,16,910.4,910.4,fresh,0,22.18933274,,,,
71,C4PEA215-4B,#N/A,,131016,50.45634586,-27.47340082,0.049356872,130910,4.662140835,0.163921956,0.163921956,0.215650446,0.16,TRUE,0.16,PE,4,B,215,1,6.108,4.32008,charred,29.27177472,12.62633175,,,,
70,C4PEA215-4A,#N/A,,131017,43.22608696,-27.19039867,0.050863604,130926,4.579658827,0.414834873,0.414834873,0.218604422,0.41,TRUE,0.41,PE,4,A,215,1,6.108,4.32008,charred,29.27177472,11.01183225,,,,
72,C4PEA215-4C,#N/A,,131022,53.62415109,-27.51250162,0.051086801,130903,4.868849647,3.06466867,3.06466867,0.188468914,3.06,TRUE,3.06,PE,4,C,215,1,6.108,4.32008,charred,29.27177472,12.84934104,,,,
73,C4PEA215-8A,#N/A,,131016,55.93903575,-27.67846245,0.04967165,130910,5.19666146,0.606042813,0.606042813,0.213985065,0.61,TRUE,0.61,PE,8,A,215,2,6.14241,3.75692,charred,38.83638507,12.55848757,,,,
75,C4PEA215-8C,#N/A,,131026,56.57976299,-27.80864206,0.080260768,130902,5.061496478,0.929852866,0.929852866,0.333077373,0.93,TRUE,0.93,PE,8,C,215,2,6.14241,3.75692,charred,38.83638507,13.0415429,,,,
74,C4PEA215-8B,#N/A,,131022,58.19727295,-27.73725009,0.051488402,130910,5.320621464,1.635233023,1.635233023,0.210613972,1.64,TRUE,1.64,PE,8,B,215,2,6.14241,3.75692,charred,38.83638507,12.76106915,,,,
68,C4PEA215-24B,#N/A,,131026,58.77415259,-27.46168322,0.079046249,130927,5.886372654,0.82078977,0.82078977,0.319555854,0.82,TRUE,0.82,PE,24,B,215,3,5.46016,3.03592,charred,44.39869894,11.6489133,,,,
67,C4PEA215-24A,#N/A,,131026,61.6814182,-27.95860759,0.080792767,130903,5.70490096,1.273337286,1.273337286,0.193723922,1.27,TRUE,1.27,PE,24,A,215,3,5.46016,3.03592,charred,44.39869894,12.61400594,,,,
69,C4PEA215-24C,#N/A,,131016,59.81200054,-27.81557415,0.049888245,130910,5.076806799,1.319832676,1.319832676,0.211570485,1.32,TRUE,1.32,PE,24,C,215,3,5.46016,3.03592,charred,44.39869894,13.7449917,,,,
124,C5PEA230-4A,#N/A,,131026,56.49398343,-27.87203496,0.080485143,130903,5.63491235,0.711768845,0.711768845,0.19546734,0.71,TRUE,0.71,PE,4,A,230,4,5.67661,3.35292,charred,40.93446617,11.69665884,,,,
126,C5PEA230-4C,#N/A,,131021,58.00595394,-28.1312258,0.054549914,130926,5.254399355,0.771586696,0.771586696,0.217935773,0.77,TRUE,0.77,PE,4,C,230,4,5.67661,3.35292,charred,40.93446617,12.87941939,,,,
125,C5PEA230-4B,#N/A,,131025,57.69635893,-27.6859139,0.076934924,130926,5.207898983,1.413934571,1.413934571,0.217005022,1.41,TRUE,1.41,PE,4,B,230,4,5.67661,3.35292,charred,40.93446617,12.92506229,,,,
129,C5PEA230-8C,#N/A,,131025,61.16399184,-27.4779349,0.076418508,130902,5.908070654,0.919799261,0.919799261,0.333213795,0.92,TRUE,0.92,PE,8,C,230,5,6.10898,3.36757,charred,44.87508553,12.078053,,,,
128,C5PEA230-8B,#N/A,,131022,58.95317677,-27.72128312,0.051459533,130903,5.865781132,1.454049308,1.454049308,0.193172395,1.45,TRUE,1.45,PE,8,B,230,5,6.10898,3.36757,charred,44.87508553,11.72541298,,,,
127,C5PEA230-8A,#N/A,,131025,61.1764169,-27.92265519,0.077537004,130902,4.977686,2.711593216,2.711593216,0.309201984,2.71,TRUE,2.71,PE,8,A,230,5,6.10898,3.36757,charred,44.87508553,14.33848708,,,,
121,C5PEA230-24A,#N/A,,131023,63.6271375,-27.56720345,0.085875656,130903,6.247928116,0.982752093,0.982752093,0.194620522,0.98,TRUE,0.98,PE,24,A,230,6,5.77127,2.92179,charred,49.37353477,11.88100424,,,,
122,C5PEA230-24B,#N/A,,131025,61.83178541,-27.86964971,0.0774009,130902,6.283263992,1.649423707,1.649423707,0.323360608,1.65,TRUE,1.65,PE,24,B,230,6,5.77127,2.92179,charred,49.37353477,11.48082956,,,,
123,C5PEA230-24C,#N/A,,131026,62.34708085,-27.67979709,0.079807059,130903,6.355574771,2.260011439,2.260011439,0.19077035,2.26,TRUE,2.26,PE,24,C,230,6,5.77127,2.92179,charred,49.37353477,11.44479667,,,,
179,C6PEA245-4B,#N/A,,131017,61.14482759,-27.92717161,0.052156771,131027,4.999325707,0.524132468,0.524132468,0.415240392,0.52,TRUE,0.52,PE,4,B,245,7,6.47363,3.41681,charred,47.21956615,14.26905074,,,,
178,C6PEA245-4A,#N/A,,131022,69.06204296,-27.56493012,0.051179567,130903,6.103753541,0.839019206,0.839019206,0.195068408,0.84,TRUE,0.84,PE,4,A,245,7,6.47363,3.41681,charred,47.21956615,13.20046475,,,,
180,C6PEA245-4C,#N/A,,131023,79.9586081,-27.74297692,0.086208658,130910,5.778423318,1.376645633,1.376645633,0.211393133,1.38,TRUE,1.38,PE,4,C,245,7,6.47363,3.41681,charred,47.21956615,16.14368447,,,,
182,C6PEA245-8B,#N/A,,131023,65.92516211,-27.76599985,0.08625277,131027,6.412155882,0.809813884,0.809813884,0.413414052,0.81,TRUE,0.81,PE,8,B,245,8,6.15518,3.07307,charred,50.07343408,11.99482523,,,,
181,C6PEA245-8A,#N/A,,131022,61.22954765,-27.68417456,0.051392639,130910,5.776250214,1.326015374,1.326015374,0.211551077,1.33,TRUE,1.33,PE,8,A,245,8,6.15518,3.07307,charred,50.07343408,12.3669283,,,,
183,C6PEA245-8C,#N/A,,131023,67.13529882,-27.54899253,0.085841539,130926,6.369387505,1.458102708,1.458102708,0.216954025,1.46,TRUE,1.46,PE,8,C,245,8,6.15518,3.07307,charred,50.07343408,12.29702467,,,,
176,C6PEA245-24B,#N/A,,131017,61.45,-27.66475933,0.051686412,130910,6.783305963,1.640996923,1.640996923,0.210597131,1.64,TRUE,1.64,PE,24,B,245,9,6.14764,2.82293,charred,54.08107827,10.56883871,,,,
175,C6PEA245-24A,#N/A,,131026,62.8399225,-27.27356284,0.078397552,130910,6.372909222,2.077247132,2.077247132,0.209389817,2.08,TRUE,2.08,PE,24,A,245,9,6.14764,2.82293,charred,54.08107827,11.50388941,,,,
177,C6PEA245-24C,#N/A,,131023,65.21291785,-27.47570638,0.085704977,130903,6.679533728,2.650999623,2.650999623,0.189639775,2.65,TRUE,2.65,PE,24,C,245,9,6.14764,2.82293,charred,54.08107827,11.39027671,,,,
281,PEA0-0B,#N/A,,131026,40.24451322,-27.89133328,0.080553597,130903,3.416224034,1.224649955,1.224649955,0.193873312,1.22,TRUE,1.22,PE,0,B,0,10,6.07954,6.07954,fresh,0,13.74380943,,,,
282,PEA0-0C,#N/A,,131026,39.55311047,-27.29033184,0.07845509,130903,3.580983997,1.905942526,1.905942526,0.191813868,1.91,TRUE,1.91,PE,0,C,0,10,6.07954,6.07954,fresh,0,12.88620547,,,,
280,PEA0-0A,#N/A,,131023,40.52227802,-27.57591608,0.085892003,130910,3.164879651,2.154246421,2.154246421,0.209190611,2.15,TRUE,2.15,PE,0,A,0,10,6.07954,6.07954,fresh,0,14.93768997,,,,
231,C7PEA260-4A,#N/A,,131023,65.51724898,-27.9741364,0.086656719,131027,5.926649191,1.35721705,1.35721705,0.410092263,1.36,TRUE,1.36,PE,4,A,260,11,4.12726,1.98933,charred,51.80022582,12.89713429,,,,
232,C7PEA260-4B,#N/A,,131023,61.48285461,-27.99249308,0.086692789,131027,6.494955634,2.082448339,2.082448339,0.406059307,2.08,TRUE,2.08,PE,4,B,260,11,4.12726,1.98933,charred,51.80022582,11.04395489,,,,
234,C7PEA260-8B,#N/A,,131026,62.08222997,-27.56844983,0.079417515,130903,6.243977277,1.746890401,1.746890401,0.192288639,1.75,TRUE,1.75,PE,8,B,260,12,4.1148,1.92322,charred,53.26091183,11.59986097,,,,
233,C7PEA260-8A,#N/A,,131016,72.2210461,-28.23189715,0.050575261,130910,7.315523532,2.689877655,2.689877655,0.207921682,2.69,TRUE,2.69,PE,8,A,260,12,4.1148,1.92322,charred,53.26091183,11.51768383,,,,
229,C7PEA260-24A,#N/A,,131017,66.38636364,-27.45281095,0.051314334,130910,6.842440764,2.507831192,2.507831192,0.208329928,2.51,TRUE,2.51,PE,24,A,260,13,4.078,1.76786,charred,56.64884747,11.31917107,,,,
230,C7PEA260-24B,#N/A,,131021,64.08089692,-27.76028837,0.053869707,130926,6.428853231,3.111638636,3.111638636,0.216260682,3.11,TRUE,3.11,PE,24,B,260,13,4.078,1.76786,charred,56.64884747,11.62898634,,,,
95,RYE2154E,1.673764914,not using 190228 ,181031,47.38589472,-25.78553174,0.082062899,181112,1.445875133,3.769880543,3.769880543,0.270995572,3.77,TRUE,3.77,rye,4,E,215,1,1309.28,994.88,charred,24.01319809,42.33074995,,,,
94,RYE2154C,1.935192161,not using 190228 ,181031,42.30934627,-25.62407343,0.081952439,181112,1.380744398,3.888653257,3.888653257,0.270459371,3.89,TRUE,3.89,rye,4,C,215,1,1309.28,994.88,charred,24.01319809,44.28191553,,,,
93,RYE2154B,2.265098033,not using 190228 ,181031,43.95258208,-25.77702964,0.082056943,181112,1.432668851,3.967638551,3.967638551,0.270109195,3.97,TRUE,3.97,rye,4,B,215,1,1309.28,994.88,charred,24.01319809,38.20212699,,,,
97,RYE2158C,1.804810963,not using 190228 ,181031,48.40876535,-25.88101167,0.082129507,181112,1.45463054,3.586436543,3.586436543,0.271846317,3.59,TRUE,3.59,rye,8,C,215,2,1367.11,1008.17,charred,26.25538545,40.102005,,,,
